product_name,brands,nova_group,environmental_score_score,carbon_footprint_combined,nutrition_score_combined
Blanc De Dinde Fumé,Reghalal,4.0,22.0,409.5,15.0
croq extra fromage x2,Le gaulois,4.0,29.0,175.5,17.0
saucisses de poulet,Le gaulois,4.0,-2.0,387.1,13.0
La brochette de poulet thym-citron,Le Gaulois,4.0,41.0,377.3,0.0
Emincés de poulet rôti,Le Gaulois,4.0,42.0,396.9,11.0
cordon bleu de poulet x2,Le gaulois,4.0,36.0,245.0,2.0
rôti de poulet orloff x1 s/at,Le gaulois,4.0,35.0,93.6,3.0
Beignet de poulet x4,Le gaulois,4.0,30.0,254.8,5.0
escalopes poulet fromage ail fines herbes x2 s/at,Le gaulois,4.0,22.0,269.5,11.0
brochettes trad de dinde tomates-poivrons,Le gaulois,3.0,43.0,572.0,-6.0
Jambon de dinde Réghalal,Réghalal,4.0,44.0,435.5,15.0
Le Filet de Poulet doré au four,Réghalal,4.0,44.0,421.4,12.0
brochettes trad hauts de cuisses poulet colombo,Le gaulois,4.0,28.0,470.4,12.0
plateau gourmand facon bouchere,Le gaulois,4.0,33.0,431.2,13.0
panés milanaise fines herbes s/at x2,Le gaulois,4.0,51.0,293.4,4.0
2 Panés façon milanaise,Le gaulois,4.0,47.0,123.5,5.0
"Le croq aux dés de jambon et fromage : une recette simple, gourmande et consensuelle, qui plait à toute la famille.",Le gaulois,4.0,47.0,65.0,13.0
lot 2 étuis croq extra fromage,Le gaulois,4.0,73.0,175.5,17.0
saucisses de poulet au chorizo,Le gaulois,4.0,-2.0,377.3,13.0
filets de poulet jaune extra -tendres s/at,Le gaulois,4.0,45.0,450.8,-2.0
chapon entier farci aux pommes du val de loire,Le gaulois,4.0,17.0,39.0,-2.0
filets de poulet jaune extra -tendres x6 s/at,Le gaulois,4.0,45.0,450.8,-2.0
Nuggets jambon de dinde fromage,Le Gaulois,4.0,45.0,58.5,13.0
Mini plateau grillade,Le gaulois,4.0,45.0,526.5,16.0
panés façon crêpe x4,Le gaulois,4.0,60.0,143.0,15.0
brochettes trad extra tendre poulet provencale,Le gaulois,4.0,22.0,387.1,-1.0
hauts de cuisses de poulet au paprika,Le gaulois,4.0,46.0,475.3,11.0
hauts de cuisses de poulet paprika,Le gaulois,4.0,46.0,475.3,11.0
Rôti de dinde farce Morilles et Armagnac,Le Gaulois,4.0,13.0,59.2,1.0
rôti de chapon morilles et armagnac,Le gaulois,4.0,15.0,59.2,14.0
Rôti de dinde Farci marrons Girolles,Le Gaulois,4.0,13.0,59.2,-7.0
Rôti de chapon farci aux Figues et Foie gras,Le Gaulois,4.0,15.0,59.2,9.0
Chick'n Twist,Le Gaulois,4.0,48.0,421.4,2.0
Chick'n Twist BBQ,Le Gaulois,4.0,47.0,406.7,3.0
escalopes de dinde M Génération milanaise x2 s/at,Le gaulois,4.0,36.0,572.0,-2.0
Mortadelle à la provencale,Reghalal,4.0,18.0,344.5,18.0
Nuggets aux pépites de fromage,Le Gaulois,4.0,30.0,176.4,10.0
chichi de poulet,Le gaulois,4.0,54.0,220.5,11.0
panés façon milanaise parmesan x2,Le gaulois,4.0,51.0,110.5,5.0
chichi de poulet bacon cheddar,Le gaulois,4.0,50.0,52.0,11.0
haut de cuisse de poulet paprika s/at PF,Le gaulois,4.0,46.0,475.3,11.0
8 brochettes traditionnelles dinde tomate poivron,Le gaulois,3.0,43.0,572.0,-6.0
Blanc de poulet x6,Le gaulois,4.0,28.0,445.9,1.0
Blanc de poulet x4,Le gaulois,4.0,37.0,445.9,1.0
"Blanc de dinde, traité en salaison, cuit et bruni, qualité supérieure.",Le gaulois,4.0,39.0,591.5,1.0
Panés de poulet x4,Le Gaulois,4.0,44.0,205.8,12.0
Panés de dinde x4,Le Gaulois,4.0,32.0,327.0,3.0
Panés Milanaises Tomate Mozzarella,Le gaulois,4.0,32.0,241.3,5.0
Boudins Blancs aux oignons confits x3,Le Gaulois,4.0,74.0,149.5,12.0
Pané Façon chicken Chips x2,Le Gaulois,4.0,35.0,245.0,11.0
L'Escalope Cordon Bleu Reblochon,Le gaulois,4.0,45.0,240.1,11.0
Rôti de canard et sa garniture farce foie gras et figues,Le Gaulois,4.0,6.0,59.2,3.0
Escalope cordon bleu de dinde chevre doux,Le gaulois,4.0,36.0,235.2,3.0
L'escalope Cordon Bleu Authentique,Le Gaulois,4.0,55.0,318.5,4.0
Rôti de chapon farci aux pommes,Le Gaulois,4.0,15.0,111.2,11.0
Rôti de chapon farci aux cèpes,Le Gaulois,4.0,15.0,137.2,10.0
Pâté de Foie de Porc au Cognac,Alain Martin,3.0,19.0,318.2,21.0
Lentilles cuisinées à la graisse de canard et petits lardons,Alain martin,4.0,75.0,14.8,7.0
Lentilles Cuisinées à La Graisse De Canard Et Petits Lardons,Alain martin,4.0,75.0,14.8,6.0
Poulet Basquaise et ses Pennes 1 personne,La basquaise,4.0,23.0,161.7,0.0
Pizza Chèvre Lardons,Leader Price,3.0,31.0,72.52,13.0
Délice de saumon à l'estragon,Conserverie Courtin,3.0,6.0,403.0,12.0
Boudin blanc à l'ancienne aux pruneaux,Tallec,4.0,95.0,97.5,14.0
Boudin blanc à l'ancienne aux pommes 8 %,Tallec,3.0,95.0,45.5,12.0
Boudin blanc à l'ancienne aux raisins,Tallec,4.0,95.0,97.5,5.0
Blanc de Poulet Doré au Four,Au Nom Du Gout,4.0,15.0,559.0,3.0
Lardons Fumés Qualité Standard,Salaisons Merle,4.0,16.0,666.0,27.0
Cordon bleu,Le Gaulois,4.0,30.0,240.1,4.0
Terrine de lapin,Jean Brunet,3.0,18.0,162.0,20.0
Confit de foie de porc aux poivrons rouges & olives,Jean Brunet,1.0,60.0,296.0,21.0
Terrine de lapin au romarin,Le Goût du Terroir,3.0,30.0,162.0,20.0
Terrine de lapin au romarin,Lou May,3.0,17.0,162.0,20.0
Les rillettes de saumon,Gastromer,4.0,18.0,244.4,12.0
Paëlla,"A Table,Saveurs du monde",4.0,28.0,29.4,2.0
Chicken Fillets - Frozen,Picard,1.0,51.0,490.0,-6.0
Merguez surgelées,Picard,4.0,12.0,2409.34,20.0
Steaks haches pur boeuf 5% surgeles,Picard,1.0,8.0,3580.0,0.0
Label Rouge - 4 Paupiettes de veau,Picard,3.0,30.0,59.2,12.0
Chipolatas surgelées Picard,Picard,4.0,26.0,686.72,17.0
4 boudins blancs aux morilles cuits-surgelés,Picard,4.0,94.0,296.0,13.0
Côtes de porc désossées marinées,Picard,3.0,26.0,623.08,1.0
4 Saucisses de Toulouse - surgelées,Picard,4.0,20.0,639.36,17.0
2 Boudins blancs au bloc de foie gras de canard (20%) cuits,Picard,4.0,30.0,283.42,19.0
Petits chorizos à griller,Picard,4.0,53.0,651.94,13.0
Manchons de poulets rôti surgelés,Picard,4.0,20.0,392.0,2.0
Nuggets de poulet surgelés - 285 g - Picard,Picard,4.0,30.0,268.52,1.0
Saumon Fumé Norvège,Picard,3.0,32.0,633.75,17.0
4 portions de filets de saumon Atlantique,Picard,1.0,44.0,650.0,-3.0
Aiguillettes de poulet coupées rôties,Picard,4.0,50.0,372.89,-2.0
Aiguillettes de poulet saveur citron surgelées,Picard,4.0,28.0,410.13,-3.0
Aiguillettes de poulet aux épices tandoori,Picard,3.0,51.0,379.75,-2.0
2 Cordons Bleus de Poulet,Picard,4.0,44.0,277.75,3.0
Cordons bleus de poulet picard,Picard,4.0,46.0,1189.5,3.0
8 Mini Saucisses de Volaille à la Basquaise,Picard,4.0,26.0,338.1,4.0
Chapon farci,Picard,4.0,50.0,22.2,2.0
2 brochettes royal grill volaille à la provencale,picard,4.0,36.0,448.5,-3.0
Pépites de poulet panées Picard,Picard,4.0,27.0,250.39,2.0
Manchon de poulets caramelisés,Picard,4.0,44.0,396.9,3.0
Lasagne bolognaise,Picard,3.0,63.0,537.0,5.0
Moussaka surgelée,Picard,4.0,4.0,658.72,4.0
Poulet à la basquaise et riz,Picard,4.0,61.0,416.5,1.0
Hachis Parmentier,Picard,4.0,33.0,726.74,4.0
2 galettes au sarrasin jambon - emmental,Picard,4.0,114.0,133.2,8.0
"Pizza Regina Jambon, champignon, fromage",Picard,4.0,69.0,79.18,8.0
"Hachis Parmentier, Boîte De 400 Grammes",Picard,4.0,37.0,869.94,3.0
lasagnes à la bolognaise picard,Picard,4.0,54.0,537.0,4.0
8 Nems au Poulet et à la Coriandre (avec sauce Nuoc-Mâm),"Cuisine Évasion,Picard",3.0,44.0,63.7,1.0
Mini-Boudins Blancs aux Morilles,Picard,4.0,29.0,296.0,12.0
Flammekueche Crème fraîche - Lardon - Oignon,Picard,4.0,65.0,113.96,16.0
10 Crêpes Jambon Emmental,Picard,4.0,98.0,83.62,3.0
2 Galettes au sarrasin champignon jambon emmental,Picard,4.0,112.0,74.0,5.0
Mini Croque-Monsieur,Picard,4.0,59.0,136.16,8.0
Tartares de saumon Atlantique,Picard,3.0,43.0,650.0,1.0
Tataki de saumon atlantique,Picard,3.0,43.0,520.0,-4.0
Saumon Bio Fumé d'Irlande,Picard,3.0,42.0,633.75,16.0
Émincés de saumon mariné,Picard,3.0,57.0,549.25,3.0
Cannelloni Bolognaise,Picard,4.0,56.0,733.9,5.0
Purée de Pommes de Terre au Poulet et aux Carottes,Picard,4.0,28.0,66.15,2.0
"Spaghetti à la bolognaise, Surgelés","Picard,Formule express",4.0,62.0,329.36,3.0
"Lasagnes à la bolognaise, Surgelées","Picard,Formule express",4.0,62.0,537.0,3.0
Cannelloni à la bolognaise,Picard,3.0,49.0,583.54,4.0
Nuggets de poulet,Picard,4.0,31.0,256.27,1.0
6 Fagots de haricots verts,Picard,3.0,104.0,246.42,5.0
10 Saucisses de volaille aux herbes,Picard,3.0,14.0,444.6,17.0
Les Mijotés pour 2 - Blanquette de Veau,Picard,3.0,27.0,975.8,5.0
Langue de bœuf sauce piquante et purée de pomme de terre,Picard,4.0,29.0,787.6,7.0
4 tomates farcies,Picard,3.0,46.0,397.38,0.0
Tagliatelles à la carbonara,"Picard,Formule express",4.0,77.0,111.0,8.0
Blanquette de volaille et riz,Picard,4.0,27.0,480.2,2.0
"Emincés de poulet, Surgelés (1,6 % MG)","Picard,+ d'Équilibre",4.0,36.0,69.09,-1.0
9 mini pizzas jambon fromage,Picard,4.0,74.0,111.74,11.0
Pizza Bœuf Épicé Chorizo,Picard,4.0,70.0,429.6,11.0
"Tajine de poulet aux abricots, semoule aux épices",Picard,4.0,34.0,63.7,0.0
Veau risotto et sauce aux champignons,Picard,4.0,35.0,553.5,6.0
Poulet aux tomates confites et polenta,Picard,4.0,37.0,556.15,4.0
Paella Valenciana,Picard,4.0,33.0,28.91,2.0
2 Flammekueche,Picard,4.0,56.0,105.08,16.0
"1 galette complète Œuf, Emmental, Jambon",Picard,4.0,103.0,68.08,11.0
Assortiment De 12 Yakitori. Surgelé,Picard,4.0,16.0,542.43,2.0
Bo bun,Picard,4.0,26.0,64.19,3.0
Inde Poulet Madras et pommes de terre cuisinées surgelés,"Picard,Cuisine Evasion",4.0,37.0,92.12,2.0
Poulet sauce satay et riz,Picard,4.0,37.0,100.45,4.0
Poulet Sauce Basilic Thaï et Riz Gluant Cuisiné,"Picard,Picard",4.0,28.0,87.71,3.0
Soupe Shabu Shabu,Picard,4.0,27.0,54.39,2.0
Brochettes de boeuf au fromage et sauce soja sucrée,PICARD,3.0,0.0,941.54,20.0
Jirou Chao Jiang,Picard,4.0,27.0,95.55,2.0
Pavés de saumon Atlantique Bio,Picard,1.0,46.0,650.0,-3.0
2 mini calzones jambon mozzarella,Picard,4.0,46.0,87.32,11.0
2 pavés de saumon mariné aromatisé au citron et au poivre,Picard,4.0,43.0,598.0,-1.0
Gratin de coquillettes au jambon et à l'emmental,Picard,4.0,87.0,111.0,7.0
Endives au jambon,Picard,4.0,55.0,185.74,8.0
"Nuggets de poulet et linguine, sauce tomate, Surgelés","Picard,Formule express",4.0,36.0,60.76,3.0
"Bagel Poulet, Parmesan, Roquette",Picard,4.0,80.0,57.82,11.0
"Poulet sauce citron vert et coriandre, purée de patate douce",Picard,4.0,37.0,74.97,4.0
1 Pizza Royale,Picard,3.0,45.0,51.8,4.0
Salade à la nordique,Picard,4.0,69.0,24.75,4.0
Croque-monsieur,Picard,4.0,67.0,111.0,16.0
20 canapés apéritifs,Picard,4.0,73.0,15.4,14.0
Ga nuing me au poulet,Picard,3.0,76.0,78.89,-4.0
Nems au Porc,Picard,3.0,55.0,171.68,12.0
Conchiglioni farcis au fromage Corse et au jambon fumé,Picard,4.0,59.0,33.3,5.0
Poulet façon fajitas et riz aux épices,Picard,4.0,37.0,58.8,1.0
"Poulet rôti à la sauge, tagliatelles au cantal et courge butternut grillée",Picard,4.0,28.0,96.04,1.0
Poêlée de Poulet Wedge Façon Rôtissoire,Picard,4.0,47.0,58.8,0.0
"Volaille Farcie et Risotto aux Champignons, Sauce au Sauternes",Picard,4.0,27.0,141.05,5.0
Boeuf bourguignon,Picard,4.0,-5.0,895.0,3.0
Poulet sauce Beaufort et pâtes aux oeufs surgelés,Picard,4.0,51.0,108.78,1.0
8 Brochettes de Poulet à l'Indienne,Picard,4.0,11.0,279.79,2.0
Chili con carne et riz,Picard,4.0,10.0,544.16,1.0
Blanquette de Volaille et riz cuisiné aux petits oignons,Picard,3.0,51.0,185.25,3.0
"Poulet mariné à la tomate et au basilic, pappardelles au fromage",Picard,3.0,52.0,98.49,1.0
Lasagnes à la Bolognaise,Picard,3.0,65.0,537.0,3.0
Lasagnes Alla Bolognese,Picard,4.0,49.0,635.46,6.0
Chili con carne,Picard,3.0,3.0,540.58,0.0
Poulet sauce teriyaki et riz au sesame,Picard,4.0,41.0,63.7,1.0
"Tajine de poulet aux abricots, semoule aux épices",Picard,4.0,58.0,63.7,1.0
Spaghetti à la Bolognaise,Picard,3.0,45.0,329.36,4.0
"Formule express Festive Volaille rôtie, écrasée de pomme de terre aux cèpes, sauce au bloc de foie gras de canard",Picard,4.0,23.0,58.8,4.0
Tartiflette au reblochon de Savoie AOP,Picard,3.0,84.0,111.74,12.0
Donburi au poulet,Picard,4.0,37.0,67.13,1.0
Poulet Rendang et Riz Cuisiné,Picard,4.0,27.0,82.81,3.0
Paëlla formule express,PICARD,4.0,42.0,33.81,3.0
"Soupe de courge, poulet et lait de coco",Picard,3.0,92.0,49.98,5.0
"Lasagnes boeuf, légumes du soleil",Picard,3.0,61.0,547.74,4.0
Soupe Mandu guk au poulet,picard,3.0,28.0,57.82,0.0
Poulet pandan et riz cuisiné,Picard,3.0,37.0,75.46,5.0
Riz à la cantonnaise,Picard,4.0,39.0,59.2,2.0
"Au Menu Poulet, Légumes, Petites Pâtes, Mozzarella - Surgelé",Picard,4.0,37.0,63.21,0.0
Blanquette de veau à la crème d'Isigny et riz cuisiné,Picard,3.0,27.0,442.8,3.0
Poulet compotée de légumes petites pâtes,Picard,3.0,27.0,73.5,1.0
Gyozas,Picard,3.0,23.0,97.02,20.0
Poulet sauce teriyaki et riz au sesame,Picard,4.0,37.0,72.03,2.0
Pâtes au poulet et aux champignons,Picard,4.0,28.0,70.56,2.0
8 Zheng Jirou Jiao au Poulet,Picard,4.0,27.0,94.57,2.0
Poulet Lâ Lot,Picard,4.0,36.0,71.54,1.0
Couscous royal,Picard,4.0,48.0,268.75,4.0
Pâtes au poulet et légumes du soleil,Picard,4.0,28.0,58.8,0.0
Petit salé aux lentilles vertes,Picard,4.0,93.0,99.9,4.0
8 Xiu Mai au poulet,Picard,4.0,36.0,87.22,5.0
"Poulet bulgogi, kinchi et riz cuisiné",Picard,4.0,27.0,91.63,1.0
10 Brochettes de Poulet au Curry avec Sauce Satay,Picard,4.0,11.0,337.12,-8.0
Poulet sauce au tamarin et riz cuisiné,Picard,4.0,27.0,93.1,6.0
Poulet Sauce Curry Vert et riz au lait de coco,Picard,4.0,27.0,93.1,6.0
Soupe pho,Picard,4.0,28.0,44.1,2.0
Tartiflette au reblochon de Savoie AOP,Picard,4.0,70.0,88.8,7.0
Chili con carne et riz,Picard,4.0,33.0,537.0,2.0
Poulet Sauce Curry Massaman et Nouilles de Riz Cuisinées,Picard,4.0,48.0,99.96,4.0
8 jirou pao au poulet,Picard,4.0,69.0,80.85,4.0
Canette Farcie aux Cèpes et à l’Armagnac,Picard,4.0,51.0,91.2,12.0
Filet de Poulet,Picard,4.0,28.0,416.5,-2.0
4 saucisses de Toulouse,Picard,3.0,16.0,727.42,6.0
Rôti de Chapon Farci,Picard,4.0,49.0,21.46,5.0
Filets De Poulet Croustillants,Picard,4.0,20.0,430.22,2.0
Bouchées de filet de poulet curry-coco,Picard,4.0,47.0,406.7,-1.0
Salade à la scandinave,Picard,3.0,69.0,49.5,4.0
Pizza Regina,Picard,4.0,53.0,91.76,12.0
2 Mini-Calzones Jambon Mozzarella,Picard,4.0,46.0,87.32,11.0
Pizza Poulet Pepperoni Sauce Barbecue,Picard,4.0,82.0,57.82,12.0
Sapin Étoilé Apéritif,Picard,4.0,95.0,21.45,12.0
"20 mini-croque poulet, tomate, moutarde à l'ancienne",picard,4.0,47.0,82.81,12.0
6 verrines apéritives,Picard,4.0,68.0,29.7,13.0
2 Quiches lorraines,Picard,4.0,33.0,102.86,17.0
Quiche lorraine,Picard,4.0,65.0,59.94,16.0
12 mini flammekueches,Picard,4.0,69.0,120.62,20.0
"2 Triangles (Camembert, Oignon confit, Bacon)",Picard,4.0,63.0,102.12,17.0
30 Canapés Traiteur,Picard,4.0,74.0,23.4,15.0
Tartes à la campagnarde,Picard,4.0,51.0,108.04,14.0
Feuilletées à la volaille sauce aux morilles,Picard,4.0,30.0,67.62,19.0
Flammekueche aux champignons,Picard,4.0,49.0,38.48,9.0
16 Bouchées Apéritives,Picard,4.0,74.0,33.0,17.0
Croque-madame,Picard,4.0,37.0,102.12,12.0
Hachis Parmentier formule express,Picard,3.0,28.0,798.34,3.0
4 Saucisses de Toulouse,Picard,4.0,20.0,639.36,17.0
Lasagnes à la bolognaise,Carrefour,4.0,33.0,393.8,3.0
20 Crêpes Jambon Emmental,Carrefour,4.0,98.0,71.04,3.0
6 Crêpes Jambon Emmental,Carrefour,4.0,81.0,71.04,3.0
Mortadelle aux pistaches,Carrefour,4.0,8.0,547.6,22.0
Tarama au saumon,Carrefour,4.0,77.0,96.2,15.0
Torsades à la Carbonara,Carrefour,4.0,79.0,88.8,5.0
"Riz, poulet et champignons noirs",Carrefour,4.0,28.0,73.99,2.0
Paëlla Royale,Carrefour,4.0,34.0,34.3,2.0
PÂTÉ EN CROÛTE cocktail,"Carrefour,Carrefour Extra",4.0,27.0,244.2,17.0
Petit salé aux lentilles,"Carrefour,CMI (Carrefour Marchandises Internationales),Groupe Carrefour",3.0,62.0,236.8,4.0
Petit salé aux lentilles,Carrefour,3.0,60.0,236.8,3.0
"Ravioli, Pur Bœuf",Carrefour,4.0,84.0,125.3,4.0
Ravioli Bolognaise,Carrefour,4.0,63.0,358.0,5.0
Ravioli Bolognaise,"Carrefour,CMI (Carrefour Marchandises Internationales),Groupe Carrefour",4.0,63.0,358.0,5.0
Choucroute garnie Pur Porc,"Carrefour,Groupe Carrefour",4.0,64.0,45.88,4.0
Choucroute garnie,Carrefour,4.0,63.0,45.88,4.0
Dés de Jambon,"Carrefour Classic, Carrefour",4.0,39.0,636.4,11.0
Royale Cuite sur Pierre,Carrefour,4.0,43.0,88.8,3.0
Blanc de poulet Doré au Four,"Carrefour,Groupe Carrefour",4.0,39.0,431.2,3.0
Blanc de poulet,Carrefour,4.0,42.0,431.2,3.0
Pâté de campagne,"Carrefour,CMI (Carrefour Marchandises Internationales),Groupe Carrefour",4.0,47.0,444.0,19.0
Piémontaise au jambon,Carrefour,4.0,42.0,81.4,3.0
Piémontaise au jambon,Carrefour,4.0,42.0,81.4,4.0
6 Cheese burgers,Carrefour,4.0,16.0,966.6,14.0
Lardons de saumon fumé,Carrefour,3.0,14.0,623.35,22.0
Grignottes de poulet rôties -Nature,"Carrefour Sensation,Carrefour",4.0,44.0,411.6,11.0
Grignottes de poulet rôti -Mexicain,Carrefour,4.0,40.0,387.1,3.0
Saucisson à l'ail nature,Carrefour,4.0,29.0,680.8,17.0
Saucisson à l'ail fumé,"Carrefour,CMI (Carrefour Marchandises Internationales),Groupe Carrefour",4.0,38.0,680.8,17.0
Cervelas Pur Porc,Carrefour,4.0,36.0,577.2,19.0
Hachis Parmentier gratiné à l'emmental,Carrefour,4.0,25.0,787.6,5.0
Tagliatelles à la CARBONARA,Carrefour,3.0,58.0,155.4,8.0
Quiche Lorraine,Carrefour,4.0,31.0,53.28,8.0
Couscous Poulet Merguez,Carrefour,4.0,52.0,98.0,1.0
Tagliatelles à la carbonara,Carrefour,4.0,77.0,88.8,7.0
Rillettes de poulet rôti en cocotte,Mere lalie,4.0,55.0,254.8,19.0
Confit de Foie de Porc au Cognac Fine Champagne,LE GERBOT D’AVOINE,4.0,60.0,392.2,19.0
Pâté de campagne Bio,Mère Lalie,3.0,57.0,310.8,18.0
Terrine de Lapin au Serpolet,Mère Lalie,4.0,46.0,186.3,13.0
Véritable Merguez,Metzger Muller,4.0,-9.0,3043.0,23.0
Saucisse de francfort,Metzger Muller,4.0,22.0,377.4,21.0
"Metzger Muller, Cervelas de Strasbourg, qualite superieure, x4, la",Metzger Muller,4.0,23.0,519.4,22.0
Knack d’Alsace qualité supérieure,Metzger Muller,4.0,27.0,615.6,21.0
pâte de foie pur porc,sarl maison esquines,4.0,19.0,222.0,24.0
Saucisses cuisinées,Laguilhon,4.0,57.0,74.0,3.0
Soyasun 100% vegetale,Soyasun,1.0,82.0,0.0,-1.0
Label rouge,Bigard,1.0,19.0,3580.0,5.0
Steaks Hachés 100% Pur Boeuf 5% MG Plein Air,Bigard,1.0,13.0,3580.0,2.0
Plein air’,Bigard,1.0,8.0,3580.0,2.0
Charolais haché pur bœuf (5% MG),Bigard,1.0,9.0,3580.0,0.0
Charolais 5% MG,Bigard,1.0,14.0,3580.0,5.0
Steak haché,Bigard,1.0,9.0,3580.0,7.0
Quiche lorraine,Créateur de Saveurs,4.0,55.0,25.9,17.0
2 quiche au saumon,Carrefour,4.0,59.0,149.5,13.0
8 steaks hachés façon bouchère (15 % MG),Toupargel,1.0,23.0,3580.0,6.0
10 Steaks Hachés Façon Bouchère 15% MG,Toupargel,1.0,8.0,3580.0,6.0
Steak haché -20% de matière grasse x10,"Bigard,Sans marque",1.0,-16.0,3580.0,11.0
Chipolatas Herbes de Provence,"Bigard,Charcuteries du Don",4.0,51.0,670.44,15.0
Chipolatas aux herbes,Bigard,4.0,43.0,658.6,17.0
Merguez bœuf & mouton,Bigard,4.0,9.0,2355.64,21.0
Merguez Forte,Bigard,4.0,-15.0,2173.06,21.0
Saucisses de Toulouse,Bigard,4.0,-8.0,718.54,14.0
Chipolatas supérieures,"Bigard,Charcuteries du Don",4.0,51.0,717.06,16.0
Saucisses de toulouse,Bigard,4.0,-3.0,718.54,16.0
Bigard chipolata enroulee 500g label rouge,Bigard,4.0,22.0,718.54,14.0
Merguez Bœuf & Mouton,Bigard,4.0,14.0,2355.64,20.0
4 Tomates Farcies,Bigard,4.0,40.0,288.6,4.0
Apéro Grill,Bigard,4.0,47.0,1092.11,17.0
Tomates farcies,"Sans marque,Bigard",4.0,32.0,310.8,4.0
2 quiches lorraines,Créateur de saveurs,4.0,53.0,25.9,7.0
Langue de Bœuf Sauce Madère,"Sans marque,Bigard",4.0,-4.0,1432.0,6.0
Filet de porc,Bigard,4.0,19.0,540.2,4.0
Flammekueche alsacienne,Kauffer's,4.0,64.0,81.4,8.0
3 flammekueches alsaciennes,Kauffer's,4.0,53.0,88.8,8.0
"Kauffer's, Tartes flambees alsacienne flammekueche x6, creme, fromage blanc, oignons et lardons, garnies a la main, la",Kauffer s,4.0,49.0,88.8,8.0
Flammekueches alsaciennes surgelées,"Kauffer's,Kauffer's d'Alsace",4.0,53.0,88.8,13.0
Flammekueches au munster,Kauffer’s,4.0,49.0,74.0,13.0
Flammekuche alsacienne Kauffer's,Kauffer's,4.0,62.0,81.4,8.0
Flammekueches,,4.0,49.0,81.4,8.0
10 Flammekueches alsaciennes lardons oignons,Kauffer's,4.0,63.0,88.8,11.0
Véritables merguez classiques,Madrange,4.0,10.0,2327.0,23.0
La Toulouse bien élevée Saucisses de toulouse au jambon,Brocéliande,4.0,21.0,251.6,16.0
Poitrine de porc cuite,Madrange,4.0,28.0,666.0,17.0
Pâté de campagne,Casino,4.0,38.0,177.6,20.0
Paté de campagne,Le Porc Français,4.0,35.0,111.0,21.0
Pâté de Foie,"Cooperl,Cooperl Arc Atlantique",4.0,48.0,148.0,20.0
Les chipolatas aux herbes Label Rouge,Madrange,4.0,56.0,688.2,16.0
Chipolatas au sel de Guérande Label Rouge,Madrange,4.0,56.0,695.6,15.0
Chair à saucisse au sel de Guérande Label Rouge,Madrange,4.0,39.0,695.6,15.0
Pate de campagne,Le Porc Francais,4.0,39.0,177.6,19.0
Véritables merguez,Madrange,4.0,-1.0,2327.0,22.0
Tranches de poitrine à la Mexicaine,Madrange,4.0,29.0,673.4,13.0
Tranches de filet à la mexicaine,Madrange,4.0,29.0,673.4,5.0
Tranches de poitrine à la Texane,Madrange,4.0,29.0,680.8,15.0
Tranches de poitrine à la texane,Madrange,4.0,29.0,643.8,16.0
Tranches de filet à la Texane,Madrange,4.0,29.0,680.8,4.0
Tranches de poitrine à la Provençale,Madrange,4.0,29.0,680.8,14.0
Tranches de filet à la Provençale,Madrange,4.0,29.0,680.8,6.0
Filet mignon de porc fumé au bois de hêtre,Madrange,4.0,39.0,680.8,6.0
Brochettes de filet mignon marinées saveur citron coriandre,Madrange,4.0,32.0,976.8,3.0
Les Planchas Saveurs du monde - Asiatique,Madrange,4.0,16.0,651.2,14.0
Véritables merguez Tressées à la main Les Recettes 1924,Madrange,4.0,8.0,2327.0,22.0
Chipolatas tressées à la main Les Recettes 1924,Madrange,4.0,51.0,703.0,19.0
Chipolatas aux herbes de Provence Tressées à la main Les Recettes 1924,Madrange,4.0,50.0,695.6,19.0
Lardon crus fumés,"Sans marque,Cooperl Arc Atlantique",4.0,44.0,643.8,22.0
Le porc Français - Lardons crus nature,Leader Price,4.0,43.0,643.8,24.0
12 chipolatas pur porc,Cooperl,4.0,51.0,666.0,17.0
Lardons crus fumes,Le Porc Francais,4.0,36.0,643.8,21.0
Jambon cuit choix,"Sans marque,Cooperl-Brocéliande ALH",4.0,41.0,614.2,13.0
Véritables merguez fortes,Madrange,4.0,-11.0,2327.0,21.0
Saucisses fumées au bois de hêtre à l'ancienne,Madrange,4.0,50.0,717.8,20.0
Les Darlons Fumés,Cooperl,4.0,44.0,680.8,15.0
Lardons Fumés,Les Darlons,4.0,39.0,717.8,15.0
Pâté de campagne,Saveur & Passion,4.0,48.0,177.6,19.0
Chipolatas,"Sans marque,Cooperl",4.0,51.0,629.0,15.0
Boudin Blanc au Porto,Madrange,4.0,20.0,473.6,15.0
Chipolatas,"Sans marque,Cooperl",4.0,51.0,666.0,15.0
Assortiment chipolatas & merguez,Madrange,4.0,36.0,3000.4,20.0
Pizza royale cuite au feu de bois,Sole Mio,4.0,53.0,140.6,10.0
Saumon fumé fromage crème liquide,La Pizza du Moulin,4.0,64.0,58.3,15.0
Pizza Saumon fumé,La pizza du moulin,3.0,83.0,75.9,13.0
Lasagnes à la Bolognaise,Cuisinade,4.0,58.0,898.58,6.0
Lasagnes au saumon,Cuisinade,4.0,47.0,182.4,5.0
Poulet Basquaise et Riz,Partenaire culinaire,4.0,26.0,76.93,-1.0
Poulet à la forestière et risoni,,4.0,26.0,113.19,-1.0
Hachi parmentier,FASTCITY,4.0,12.0,537.0,5.0
Terrine de lapin à l'armagnac,Arnaud,4.0,30.0,170.1,19.0
