product_name,brands,nova_group,environmental_score_score,carbon_footprint_combined,nutrition_score_combined
Pizza cuite au feu de bois saumon fumé,Carrefour Original,4.0,,69.55,13.0
Couscous Poulet Merguez,Carrefour,4.0,52.0,98.0,1.0
Tagliatelles à la carbonara,Carrefour,4.0,77.0,88.8,7.0
Rillettes de poulet rôti en cocotte,Mere lalie,4.0,55.0,254.8,19.0
Confit de Foie de Porc au Cognac Fine Champagne,LE GERBOT D’AVOINE,4.0,60.0,392.2,19.0
Pâté de campagne Bio,Mère Lalie,3.0,57.0,310.8,18.0
Terrine de foie de volaille au cognac Bio,Mère Lalie,3.0,,244.2,18.0
Terrine de Lapin au Serpolet,Mère Lalie,4.0,46.0,186.3,13.0
Véritables saucisses de Nuremberg,Jeca,4.0,,703.0,25.0
saucisse blanche jambon fromage à griller,Schroder fleischwaren,4.0,,577.2,23.0
Salade de Saucisse de Viande,Gruninger,4.0,,547.6,14.0
Fricadelles,Jeca,4.0,,592.0,17.0
Véritable Merguez,Metzger Muller,4.0,-9.0,3043.0,23.0
Gendarmes,Metzger Muller,4.0,,1682.6,23.0
Saucisse de francfort,Metzger Muller,4.0,22.0,377.4,21.0
"Metzger Muller, Cervelas de Strasbourg, qualite superieure, x4, la",Metzger Muller,4.0,23.0,519.4,22.0
Tourte au Riesling d'Alsace,Metzger Mueller,4.0,,244.2,16.0
Knack d’Alsace qualité supérieure,Metzger Muller,4.0,27.0,615.6,21.0
pâte de foie pur porc,sarl maison esquines,4.0,19.0,222.0,24.0
Saucisses cuisinées,Laguilhon,4.0,57.0,74.0,3.0
Soyasun 100% vegetale,Soyasun,1.0,82.0,0.0,-1.0
Label rouge,Bigard,1.0,19.0,3580.0,5.0
Haché au Bœuf Oignons,Bigard,4.0,,3293.6,13.0
HACHE 20% MG,auchan,1.0,,3580.0,2.0
Steak haché 15% X8,,1.0,,3580.0,5.0
Steaks Hachés 100% Pur Boeuf 5% MG Plein Air,Bigard,1.0,13.0,3580.0,2.0
Plein air’,Bigard,1.0,8.0,3580.0,2.0
100% Pur Boeuf 5% MG,Bigard,,14.0,3580.0,5.0
100% Pur Boeuf 5% MG,Bigard,,,3580.0,2.0
Charolais haché pur bœuf (5% MG),Bigard,1.0,9.0,3580.0,0.0
Charolais 5% MG,Bigard,1.0,14.0,3580.0,5.0
Steak haché,Bigard,1.0,9.0,3580.0,7.0
Haché plein air 15% matiere grasse,Bigard,1.0,,3580.0,7.0
Filet Américain,Bigard,4.0,,2685.0,15.0
"Steack Haché Pur Boeuf Bigard, 20%mg 350g",Bigard,,,3580.0,12.0
Le Haché,Bigard,1.0,,3580.0,12.0
Mon hache boucher,Bigard,4.0,,3257.8,7.0
Steak haché sélection Basse-côte,Bigard,,-10.0,3580.0,5.0
Quiche lorraine,Créateur de Saveurs,4.0,55.0,25.9,17.0
Cassolette de Saumon,"Créateur de Saveurs,Bigard",4.0,,136.5,8.0
2 quiche au saumon,Carrefour,4.0,59.0,149.5,13.0
8 steaks hachés façon bouchère (15 % MG),Toupargel,1.0,23.0,3580.0,6.0
10 Steaks Hachés Façon Bouchère 15% MG,Toupargel,1.0,8.0,3580.0,6.0
Steak haché -20% de matière grasse x10,"Bigard,Sans marque",1.0,-16.0,3580.0,11.0
10 burgers surgelés,Bigard,4.0,,1704.08,13.0
Saucisse à l'Ancienne Tomates Confites & Thym,"Bigard,Charcuteries du Don",4.0,,666.0,11.0
Saucisses Fumées,"Bigard,Charcuteries du Don",4.0,,651.2,23.0
Hachés Façon Crépinette,Socopa,4.0,,599.4,18.0
Haché au Porc à la Savoyarde,"Sélectionné par Didier,Didier le boucher",4.0,,631.96,19.0
Saucisses fumées,Bigard,4.0,,656298.6,23.0
Chipolatas Herbes de Provence,"Bigard,Charcuteries du Don",4.0,51.0,670.44,15.0
Chipolatas aux herbes,Bigard,4.0,43.0,658.6,17.0
Merguez bœuf & mouton,Bigard,4.0,9.0,2355.64,21.0
Farce à légumes,Bigard,4.0,,608.28,14.0
Merguez Forte,Bigard,4.0,-15.0,2173.06,21.0
Farce à Légumes,Bigard,4.0,,608.28,14.0
Saucisses de Toulouse,Bigard,4.0,-8.0,718.54,14.0
Chipolatas supérieures,"Bigard,Charcuteries du Don",4.0,51.0,717.06,16.0
Saucisses de toulouse,Bigard,4.0,-3.0,718.54,16.0
Bigard chipolata enroulee 500g label rouge,Bigard,4.0,22.0,718.54,14.0
Chorizo frais à griller,Bigard,4.0,,664.52,16.0
"Saucisses au piment d'Espelette, 5 x 66g",Bigard,4.0,,682.28,15.0
Merguez Bœuf & Mouton,Bigard,4.0,14.0,2355.64,20.0
5 Saucisses  marinées saveur Barbecue,Bigard,4.0,,562.4,17.0
4 Tomates Farcies,Bigard,4.0,40.0,288.6,4.0
"Délices de pomme de terre farcies, BIGARD, 4 pièces",Bigard,4.0,,296.0,15.0
"Délices de pomme de terre farcies, BIGARD, 8 pièces",Bigard,4.0,,296.0,15.0
"Boulettes au boeuf, BIGARD, 15 pièces, 375g, France",Bigard,4.0,,2935.6,18.0
Carpaccio citron vert & menthe,Bigard,3.0,,2899.8,6.0
Apéro Grill,Bigard,4.0,47.0,1092.11,17.0
Boulettes De Boeuf et porc à La Provencale,Bigard,4.0,,1686.88,17.0
Tomates farcies,"Sans marque,Bigard",4.0,32.0,310.8,4.0
"Carpaccio, marinade huile d'olive & basilic",Bigard,4.0,,2899.8,3.0
Carpaccio Marinade Pesto Rouge,Bigard,4.0,,2899.8,2.0
Bouchée à la Reine,Bigard,4.0,,112.0,18.0
Déclinaison de saumon,Sans marque,4.0,,109.5,12.0
2 quiches lorraines,Créateur de saveurs,4.0,53.0,25.9,7.0
12 mini bouchons briochés,Bigard,4.0,,9.25,18.0
Mini empanadas au bœuf cuisiné,Bigard,4.0,,644.4,19.0
Chausson a la bolognaise,Bigard,4.0,,429.6,14.0
Fondant de boeuf sauce foie gras et truffes Bigard,Bigard,4.0,,2079.98,6.0
Boulettes au bœuf,Bigard,4.0,,2960.66,19.0
Boulettes au boeuf,Bigard,4.0,,2767.34,15.0
Langue de Bœuf Sauce Madère,"Sans marque,Bigard",4.0,-4.0,1432.0,6.0
Filet de porc,Bigard,4.0,19.0,540.2,4.0
Potée au Porc choux pommes de terre,Bigard,4.0,,103.6,8.0
Haché au boeuf,Petit Prix,4.0,,2685.0,12.0
Flammekueche alsacienne,Kauffer's,4.0,64.0,81.4,8.0
3 flammekueches alsaciennes,Kauffer's,4.0,53.0,88.8,8.0
"Kauffer's, Tartes flambees alsacienne flammekueche x6, creme, fromage blanc, oignons et lardons, garnies a la main, la",Kauffer s,4.0,49.0,88.8,8.0
Trtes flambees Alsaciennes,U,4.0,,88.8,11.0
Flammekueches alsaciennes surgelées,"Kauffer's,Kauffer's d'Alsace",4.0,53.0,88.8,13.0
Flammekueches au munster,Kauffer’s,4.0,49.0,74.0,13.0
Flammekuche alsacienne Kauffer's,Kauffer's,4.0,62.0,81.4,8.0
Flammekueches,,4.0,49.0,81.4,8.0
10 Flammekueches alsaciennes lardons oignons,Kauffer's,4.0,63.0,88.8,11.0
4 Saucisses Fumées,"Sans marque,Cooperl",4.0,,688.2,22.0
Véritables merguez classiques,Madrange,4.0,10.0,2327.0,23.0
La Toulouse bien élevée Saucisses de toulouse au jambon,Brocéliande,4.0,21.0,251.6,16.0
Jarret de porc cuit,Madrange,4.0,,703.0,12.0
Poitrine de porc cuite,Madrange,4.0,28.0,666.0,17.0
Demi palette de porc cuite,Madrange,4.0,,666.0,13.0
Pâté de campagne,Casino,4.0,38.0,177.6,20.0
Paté de campagne,Le Porc Français,4.0,35.0,111.0,21.0
Pâté de Foie,"Cooperl,Cooperl Arc Atlantique",4.0,48.0,148.0,20.0
Les chipolatas aux herbes Label Rouge,Madrange,4.0,56.0,688.2,16.0
Chipolatas au sel de Guérande Label Rouge,Madrange,4.0,56.0,695.6,15.0
Saucisses au sel de Guérande Label Rouge,Madrange,4.0,,695.6,15.0
Saucisse brasse au poivre concassé,Madrange,4.0,,688.2,16.0
Chair à saucisse au sel de Guérande Label Rouge,Madrange,4.0,39.0,695.6,15.0
Saucisse brasse au sel de Guérande,Madrange,4.0,,695.6,15.0
Mousse de Foie,LE PORC FRANCAIS,4.0,,229.4,21.0
Pate de campagne,Le Porc Francais,4.0,39.0,177.6,19.0
Véritables merguez,Madrange,4.0,-1.0,2327.0,22.0
Tranches de poitrine à la Mexicaine,Madrange,4.0,29.0,673.4,13.0
Tranches de filet à la mexicaine,Madrange,4.0,29.0,673.4,5.0
Tranches de poitrine à la Texane,Madrange,4.0,29.0,680.8,15.0
Tranches de poitrine à la texane,Madrange,4.0,29.0,643.8,16.0
Tranches de filet à la Texane,Madrange,4.0,29.0,680.8,4.0
Tranches de poitrine à la Provençale,Madrange,4.0,29.0,680.8,14.0
Tranches de filet à la Provençale,Madrange,4.0,29.0,680.8,6.0
Filet mignon de porc fumé au bois de hêtre,Madrange,4.0,39.0,680.8,6.0
Filet mignon de porc cuisiné aux deux moutardes,Madrange,4.0,,1265.4,6.0
Brochettes de filet mignon marinées saveur citron coriandre,Madrange,4.0,32.0,976.8,3.0
Les Planchas Saveurs du monde - Asiatique,Madrange,4.0,16.0,651.2,14.0
Véritables merguez Tressées à la main Les Recettes 1924,Madrange,4.0,8.0,2327.0,22.0
Chipolatas tressées à la main Les Recettes 1924,Madrange,4.0,51.0,703.0,19.0
Chipolatas aux herbes de Provence Tressées à la main Les Recettes 1924,Madrange,4.0,50.0,695.6,19.0
Lardon crus fumés,"Sans marque,Cooperl Arc Atlantique",4.0,44.0,643.8,22.0
Le porc Français - Lardons crus nature,Leader Price,4.0,43.0,643.8,24.0
12 chipolatas pur porc,Cooperl,4.0,51.0,666.0,17.0
Lardons crus fumes,Le Porc Francais,4.0,36.0,643.8,21.0
Jambon cuit choix,"Sans marque,Cooperl-Brocéliande ALH",4.0,41.0,614.2,13.0
Véritables merguez fortes,Madrange,4.0,-11.0,2327.0,21.0
Saucisses fumées au bois de hêtre à l'ancienne,Madrange,4.0,50.0,717.8,20.0
Saucisses Fumées Au Bois De Hêtre,Cooperl,4.0,,688.2,21.0
Chair pur porc,l'atout prix,4.0,,666.0,19.0
Les Darlons Fumés,Cooperl,4.0,44.0,680.8,15.0
Lardons Fumés,Les Darlons,4.0,39.0,717.8,15.0
Mousse de foie forestière,Saveur & Passion,4.0,,162.8,20.0
Pâté de campagne,Saveur & Passion,4.0,48.0,177.6,19.0
Chipolatas,"Sans marque,Cooperl",4.0,51.0,629.0,15.0
Boudin Blanc au Porto,Madrange,4.0,20.0,473.6,15.0
Mini Potée,Le Porc Francais,4.0,,1376.4,17.0
Paupiettes de porc bardées,Madrange,4.0,,629.0,17.0
Paupiettes de porc lardées,Madrange,4.0,,703.0,14.0
Paupiettes de porc lardées à la forestière,Madrange,4.0,,688.2,13.0
Paupiettes de porc lardées Paysannes,Madrange,4.0,,688.94,14.0
Paupiette de porc a la paysane,Le Porc Francais,4.0,,222.0,13.0
Chipolatas,"Sans marque,Cooperl",4.0,51.0,666.0,15.0
Assortiment chipolatas & merguez,Madrange,4.0,36.0,3000.4,20.0
Pizza royale cuite au feu de bois,Sole Mio,4.0,53.0,140.6,10.0
Saumon fumé fromage crème liquide,La Pizza du Moulin,4.0,64.0,58.3,15.0
La Pizza du Moulin Bûche de chèvre miel,La pizza du moulin,4.0,,42.92,11.0
Pizza Saumon fumé,La pizza du moulin,3.0,83.0,75.9,13.0
Lasagnes à la Bolognaise,Cuisinade,4.0,58.0,898.58,6.0
Lasagnes au saumon,Cuisinade,4.0,47.0,182.4,5.0
Poulet Basquaise et Riz,Partenaire culinaire,4.0,26.0,76.93,-1.0
Purée  de brocolis et saumon sauce citron,PARTENAIRE CULINAIRE,4.0,,139.1,25.0
Poulet à la forestière et risoni,,4.0,26.0,113.19,-1.0
Hachi parmentier,FASTCITY,4.0,12.0,537.0,5.0
Rillettes Canard,"Rillettes de l ermitage,Rillettes de l'Ermitage",,24.0,185.0,23.0
Terrine campagne,Biocoop,3.0,,236.8,19.0
Terrine de lapin à l'armagnac,Arnaud,4.0,30.0,170.1,19.0
Terrine campagne piment Espelette,Biocoop,3.0,,236.8,19.0
Terrine campagne cèpes,"Ensemble,Biocoop",3.0,,214.6,18.0
Terrine campagne,"Ensemble, Biocoop",3.0,,236.8,19.0
"Terrine De Lapin Au Serpolet, Le Pot De 280g",Arnaud,4.0,54.0,170.1,19.0
Jambon sec italien,Eco+ Leclerc,4.0,,436.6,25.0
Saucisson a l'ail fume AUBRET,U,4.0,1.0,481.0,25.0
10 Knacks,Aubret,4.0,18.0,547.6,20.0
Dès de jambon,U,4.0,,606.8,14.0
10 Saucisses de Strasbourg,AUBRET,4.0,18.0,547.6,20.0
Lardons Allumettes Fumés,,4.0,16.0,635.66,17.0
Lardons salés,Aubret,4.0,20.0,635.66,25.0
Lardons,Aubret,4.0,20.0,643.8,25.0
Lardons nature,Sans Marque,4.0,15.0,635.66,25.0
Lardons fumés,EMB 44 -180 C AUBRET,4.0,20.0,635.66,30.0
Lardons nature,Carrefour,4.0,19.0,635.66,29.0
Saucisses de strasbourg,Aubret,4.0,3.0,518.0,23.0
Lardons Fumés Crus Aubret 200 G,"Sans marque,Aubret",4.0,21.0,635.66,25.0
Dés de Jambon,Sans marque,4.0,18.0,481.0,13.0
Saucisse de strasbourg,Aubret,4.0,,547.6,22.0
Allumettes nature,Aubret,4.0,,732.6,19.0
Saucisses de dinde saveur chorizo,Royal HALAL,4.0,14.0,448.5,12.0
12 Saucisses nature 100% volaille Halal,Royal HALAL,4.0,16.0,455.0,14.0
12 Merguez 100% volaille Halal,"Royal Bernard, Royal HALAL",4.0,14.0,442.0,14.0
12 Merguez,Royal Bernard,4.0,3.0,455.0,17.0
6 saucisses nature 100% volaille Halal,Royal HALAL,4.0,16.0,455.0,14.0
Mix Royal : 4 saucisses nature + 4 merguez + 4 saucisses aux herbes,Royal Bernard,4.0,-2.0,1378.0,15.0
Mon Cordon bleu de dinde X4,Royal Bernard,4.0,18.0,344.5,-2.0
Mon Cordon bleu de dinde X2,Royal Bernard,4.0,38.0,344.5,0.0
12 saucisses de dinde aux herbes,Royal Bernard,4.0,16.0,461.5,14.0
6 saucisses nature,Royal Bernard,4.0,21.0,461.5,15.0
6 saucisses aux herbes 100% volaille Halal,Royal HALAL,4.0,16.0,468.0,12.0
Mes tendres bouchées marinées Paprika et cumin,Royal Bernard,4.0,32.0,429.0,1.0
Mon escalope de dinde à la milanaise,Royal HALAL,4.0,,422.5,-5.0
Saucisses nature en chapelet 100% volaille Halal,Royal HALAL,4.0,16.0,455.0,14.0
Merguez 100% volaille Halal,Royal HALAL,4.0,1.0,448.5,14.0
Saucisses de dinde au fromage,Royal HALAL,4.0,14.0,429.0,13.0
Roulé de dinde aux champignons,Royal HALAL,4.0,23.0,552.5,1.0
4 Tomates farcies 100% volaille,Royal Bernard,4.0,35.0,156.0,2.0
Mes Cordons bleus poulet 100% filet,Royal Bernard,4.0,55.0,271.42,4.0
Blanc de poulet,Carrefour,4.0,,431.2,4.0
Saucisson sec,,4.0,29.0,481.0,31.0
El Hindy,Medina halal,4.0,,21.48,16.0
Corizo de dinde,Médina Halal,4.0,36.0,474.5,22.0
Saucisson,Medina,4.0,,565.5,35.0
"Mortadelle de volaille aux olives, Halal",Médina Halal,4.0,7.0,143.0,15.0
"Saucisses de Volaille, Halal",Médina Halal,4.0,27.0,312.0,22.0
"Saucisses de volaille Cocktail, Halal",Médina Halal,4.0,6.0,162.5,21.0
L’Orientale,Medina,4.0,27.0,240.5,20.0
"Allumettes de Dinde, Halal",Médina Halal,4.0,42.0,409.5,20.0
Fougassette Saumon,Carrefour,4.0,,55.0,22.0
"Nouilles sautées au poulet, légumes et sauce teriyaki",Quitoque,3.0,42.0,122.5,0.0
Curry rouge de poulet et légumes duo de riz,Quitoque,3.0,33.0,112.7,3.0
Parmentier de Bœuf à la Patate Douce,Quitoque,3.0,38.0,859.2,3.0
Bouchées à la Reine,Carrefour,4.0,,67.39,19.0
Poulet 🐔 Tikka massala,Carrefour,4.0,22.0,117.6,5.0
Trio chou jambon supérieur et dés de comté AOP,Trio De Chou,4.0,73.0,56.98,5.0
Quiche Lorraine,Carrefour,4.0,44.0,288.6,17.0
"Penne Façon Carbonara (Dinde et Parmesan), Halal","Samia,Haudecœur",4.0,50.0,57.2,8.0
"Torti à la Provençale (Poulet et Légumes du Soleil), Halal","Samia,Haudecœur",4.0,23.0,49.0,5.0
Bouillon granulé boeuf halal,Legumor,4.0,,35.8,20.0
Bouillon Granulé Bœuf Halal,"Légumor,Haudecœur",4.0,,35.8,20.0
Paupiette de Dinde,U,4.0,22.0,676.0,13.0
Rôti De Dindonneau Cuit 800 Grammes,Ronsard,4.0,42.0,481.0,13.0
Filets de poulet,Toupargel,1.0,51.0,490.0,-6.0
Filets de poulet jaune,Toupargel,1.0,51.0,490.0,-6.0
12 saucisses de volaille,,4.0,-2.0,442.0,19.0
Manchons de poulet à la Mexicaine,Ronsard,3.0,44.0,470.4,-2.0
Filets de poulet marinés saveur tomate basilic,Ronsard,4.0,44.0,441.0,0.0
Terrine au Saumon et saumon fumé,Guyader,4.0,7.0,287.25,6.0
Terrine Marine,guyader,4.0,3.0,45.5,6.0
Les Terrines Marines Saumon et pointe de Ciboulette,Guyader,4.0,,198.25,6.0
Cake à l'Andouille,Guyader,4.0,,621.6,17.0
Le Fromage Fouetté de Madame Loïk Saumon,Guyader,4.0,23.0,300.25,13.0
2X60G Terrine Saumon & pointe ciboulette,Guyader,4.0,3.0,198.25,6.0
Cake Océane,Guyader Gastronomie,4.0,,16.5,12.0
4 Verrines de Saumon et Légumes Fondants,"L'Apéro du Poissonnier,Guyader",4.0,,243.75,2.0
Cake tranché poulet et curry,Guyader,4.0,31.0,57.82,14.0
Terrine de Saumon,Guyader,4.0,,104.0,4.0
Terrine au Saumon et saumon fumé,Guyader,4.0,7.0,287.25,4.0
Cake Jambon & Olives,Guyader,4.0,45.0,673.4,13.0
Cake au saumon et crevettes,Guyader,4.0,,156.0,12.0
Rillettes de Saumon d'Ecosse,Guyader,4.0,26.0,351.0,1.0
Saumon Boursin Ail & Fines herbes +15 g gratuit,Guyader,4.0,,300.25,15.0
"Entremets Façon Sushi : Saumon, Riz Vinaigré et Tartare d'Algues","Guyader,Guyader Gastronomie,Guyader Gamme Professionnelle",4.0,,182.0,3.0
Spécial toast au Saumon & Saumon Fumé et pointe de persil,Guyader,4.0,,295.25,5.0
Mini cakes apéro saumon & saumon fumé laitue de mer,Guyader,4.0,,137.25,14.0
Terrine de lapin à la moutarde,Le Pré aux Canards,4.0,46.0,162.0,19.0
Olives saumon citron aneth,Ederki,4.0,80.0,130.0,21.0
Axoa de veau,Ederki,3.0,39.0,1250.5,8.0
Émincés de Poulet Saveur Tikka,Michel Robichon,4.0,27.0,371.91,2.0
Émincés de Poulet rôti,Réghalal,4.0,51.0,392.0,0.0
Saucisses de lapin,LOEUL ET PIRIOT,4.0,41.0,686.07,3.0
8 SAUCISSES DE LAPIN AUX HERBES DE PROVENCE,Loeul et Piriot,4.0,44.0,686.07,3.0
Saucisse cocktail Francfort fumée au bois de hêtre,SALAISONS DU COUESY,4.0,39.0,584.6,18.0
Nuggets de poulet,Doux,4.0,21.0,198.45,6.0
Pâté de foie de porc,Lou Gascoun,3.0,48.0,362.6,22.0
Ma piémontaise jambon,Pierre Martinet,4.0,39.0,74.0,5.0
Ma piémontaise jambon,Pierre Martinet,4.0,47.0,74.0,5.0
Piémontaise au Jambon,"Sans marque,MSA",4.0,42.0,74.0,1.0
Piémontaise au jambon aux tomates fraîches,Pierre Martinet,4.0,47.0,74.0,4.0
2 Quiches Lorraines,MSA,4.0,25.0,81.4,14.0
2 friands à la viande,Auchan,4.0,,222.0,20.0
Taboulé Oriental Poulet Paprika,Pierre Martinet,4.0,64.0,49.0,7.0
Ma piemontaise au jambon,Pierre Martinet,4.0,42.0,111.0,6.0
Penne Sauce Caesar Poulet Rôti,Pierre Martinet,4.0,28.0,32.34,6.0
Thaï - Salade de pâtes vermicelles aux légumes et poulet traité en salaison cuit rôti,Pierre Martinet,4.0,51.0,39.2,4.0
Gratin de Morue Parmentier à la Nordique,Tipiak,3.0,6.0,55.3,5.0
Fricassée de poulet aux champignons et céréales gourmandes à poêler,Tipiak,4.0,23.0,73.5,4.0
Saumon sauce oseille riz gourmand,Tipiak,4.0,,121.55,5.0
8 Crêpes bretonnes jambon emmental,Tipiak,4.0,75.0,62.16,6.0
"1 Galette Complète Œuf, Emmental, Jambon",Tipiak,4.0,90.0,60.68,11.0
2 ficelles picardes à gratiner,Maes,4.0,23.0,703.0,6.0
Gratin de volaille façon &quot;Poulet au pot&quot;,Jacques Maës,4.0,37.0,455.7,6.0
4 Ficelles picardes,Jacques Maës,4.0,8.0,148.0,5.0
Coquilles duo poisson,,4.0,,52.0,3.0
Welsh,Maës,4.0,,71.04,21.0
Gratin de Chou-Fleur au jambon,Maës,4.0,,673.4,4.0
2 Crêpes Savoyardes,Maës,4.0,60.0,646.02,11.0
Choucroute de la mer,Maës,4.0,54.0,85.9,5.0
2 Ficelles Picardes,Maës,4.0,12.0,673.4,6.0
Ficelles Picardes,Maës,4.0,12.0,118.4,5.0
Le Suédois Poulet Cheddar,Réghalal,4.0,50.0,125.44,12.0
chicken burger bacon boucherie x1,"Le Gaulois,Le gaulois , Le gaulois boucherie",4.0,,45.14,11.0
Wrap Chicken Rösti Lardons,"Le Gaulois, Le gaulois boucherie",4.0,,147.53,6.0
wrap chicken façon tex mex boucherie x1,"Le Gaulois, Le gaulois boucherie",4.0,,114.66,11.0
Sandwiches au poulet rôti,Entr'acte,4.0,42.0,336.14,5.0
Sandwich Duo Poulet Rôti / Tomates -oeuf Mayonnai,Entracte,4.0,37.0,58.8,5.0
Club poulet sauce mayonnaise allégée et fines herbes,Réghalal,4.0,66.0,98.0,10.0
Cordon bleu de dinde halal,Réghalal,4.0,56.0,357.5,12.0
Maxi poulet crudités & sauce mayonnaise allégée en matières grasses,Réghalal,4.0,66.0,95.55,6.0
4 Nems de Dinde,Reghalal,3.0,33.0,104.0,7.0
Cheeseburger,Réghalal,4.0,10.0,511.94,12.0
Original 2 Kebabs,Le Gaulois,4.0,,126.1,14.0
Extra burger haché de volaille fromage fondu bacon,Le Gaulois,4.0,,122.2,12.0
"Jambon Cheddar,",Entr'acte,4.0,28.0,307.84,14.0
La Baguette Poulet / Emmental,"Le Gaulois,LDC",4.0,75.0,113.68,15.0
Sandwich Poulet Rôti Salade Et Mayonnaise Allégée,Entracte,4.0,37.0,262.64,3.0
Pizza jambon fromage,La Toque Angevine,4.0,54.0,254.56,12.0
Bagel Saumon Fumé Concombre,ENTR'ACTE,4.0,62.0,243.85,7.0
Pizza jambon fromage,latoque angevine,4.0,40.0,176.86,7.0
Chicken Bagel,Le Gaulois,4.0,,43.66,13.0
Pizza Jambon Mozzarella,La Toque Angevine,4.0,40.0,82.88,8.0
Rillettes de saumon - 150g - Frais,Cap Ocean,4.0,20.0,370.5,3.0
Saumon Ciboulette Extra-Moelleux,Cap Océan,4.0,,539.5,1.0
Tartinable saumon fromage frais fines herbes - 140g - Frais,Cap Océan,4.0,10.0,286.0,13.0
Le bon jambon breton,Terres de Breizh,4.0,40.0,673.4,8.0
Le bon jambon breton,Terres de Breizh,4.0,40.0,673.4,8.0
Pavés de saumon Atlantique,Kristal,1.0,37.0,650.0,-4.0
Tendres bouchées de volaille,Volailles Champenoises,4.0,,429.0,-2.0
6 Brochettes de dinde nature - Poivrons verts,Royal HALAL,4.0,38.0,338.1,-5.0
Mon escalope de dinde à la milanaise,Volailles Champenoises,4.0,,422.5,-5.0
Paupiette de dinde à la forestière,Maître Coq,4.0,27.0,275.5,3.0
Paupiette de poulet,Maître Coq,4.0,43.0,186.2,12.0
Haché Américain,Sélectionné par Didier,4.0,,2685.0,17.0
Véritable petit cervelas alsacien,Tempé,4.0,18.0,727.8,21.0
Saucisse de Francfort 100% pur porc - fumé au bois de hêtre,Tempé,4.0,24.0,629.0,25.0
4 véritables knacks d'Alsace,Tempé,4.0,9.0,1019.2,21.0
Veritable viennoise d’alsace,Tempé,4.0,,569.8,22.0
Véritable Strasbourg rouge - Porc & Boeuf - Fumé au bois de hêtre,Tempé,4.0,8.0,518.0,22.0
Véritable saucisse de viande d'Alsace,Tempé,4.0,,661.2,15.0
"Tempe, Saucisse de foie d'Alsace a tartiner, la",Tempé,4.0,,148.0,17.0
"Tarte Flammekueche, x2",Tempe,4.0,49.0,108.04,15.0
Mini Pâté en Croûte de volaille,Carrefour,4.0,3.0,167.3,19.0
Plateau de poulet en gelée au citron,sans marque,4.0,28.0,191.1,0.0
Gratin de poireaux et chèvre,Instant Traiteur,4.0,71.0,22.94,26.0
Lasagnes à la bolognaise,Instant traiteur,4.0,30.0,859.2,8.0
Parmentier de Boeuf,Instant Traiteur,4.0,12.0,537.0,11.0
Croque Monsieur micro ondable SAPRESTI,Sapresti,4.0,33.0,111.0,26.0
Panini Jambon Tomates / Mozzarella,Maison Sapresti,4.0,,74.0,13.0
Tresses forestieres,maison sapresti,4.0,,27.31,18.0
Tresse poulet à la forestière,Sapresti,4.0,23.0,19.11,19.0
Pizza Jambon Emmental Champignons,Maison Sapresti,4.0,46.0,155.4,12.0
Grignottes de poulet,Volailles de Korrigan,4.0,35.0,406.7,3.0
Cordons bleus de dinde,Ovalys,4.0,28.0,198.9,11.0
Pâté de Campagne,Audary,3.0,19.0,222.0,22.0
"Pain spécial au sarrasin, garni d'une préparation cuite de viande bovine de race Charolaise avec protéines végétales, d'une préparation aux oignons, d'emmental fondu et de bacon. Produit surgelé",La compagnie artique,4.0,,1002.4,13.0
LA COMPAGNIE ARTIQUE PANIERS FEUILLETES LEERDAMMER ET JAMBON 4X80G,"Cadbury,La compagnie artique",4.0,,108.78,17.0
6 feuilletés leerdammer et jambon,La Compagnie Artique,4.0,6.0,216.82,17.0
Hachis parmentier bio,La compagnie artique,3.0,40.0,386.64,7.0
Saucisses aux herbes,Festein d'Alsace,4.0,,518.0,21.0
Saucisses de Francfort,"Simply,La Sélection de Notre Charcutier",4.0,49.0,421.8,27.0
Roulade au jabon,Festins d'Alsace,4.0,,310.8,17.0
Tourte Alsacienne,Festein d'Alsace,4.0,,421.8,16.0
Festein knack d'alsace,Festein,4.0,8.0,542.8,22.0
JB CUIT SUP AC X10 CR598,"La sélection de notre charcutier,Charcuterie de la Vallée de la Bruche",4.0,,547.6,6.0
Saucisses de Toulouse bio,Auchan,4.0,,643.8,15.0
Knack bio,FESTEIN D'ALSACE,4.0,39.0,555.0,19.0
Saucisson,Manet Frères,4.0,54.0,222.0,27.0
Saucisson de la Haute-Loire,Manet Frères,4.0,53.0,222.0,27.0
Saucisson de la Haute-Loire,Manet Frères,4.0,39.0,222.0,27.0
Saucisses de Strasbourg pour hot-dog géant,Stemmelen,4.0,9.0,525.4,22.0
Petits Boudins Blancs,Stemmelen,4.0,72.0,451.4,20.0
Saucisse de Strasbourg,La charcuterie au goût du jour,4.0,8.0,525.4,22.0
Saucisses de Francfort,Stemmelen,4.0,26.0,525.4,23.0
Knack BN,"Sans marque,Salaisons Stemmelen",4.0,7.0,577.2,25.0
Saucisses cocktail de Strasbourg,Stemmelen,4.0,3.0,583.86,25.0
Choucroute garnie,La Ronde Des Gourmands,4.0,59.0,1820.4,12.0
Pâté aux Olives,Stemmelen,4.0,,407.0,24.0
10 saucisses de Strasbourg pour Hot-dog,Stemmelen,4.0,9.0,525.4,22.0
10 saucisses de Francfort pour hot-dog,Stemmelen,4.0,26.0,525.4,23.0
Petits boudins noirs,Stemmelen,4.0,72.0,370.0,29.0
